productid,name,productnumber,makeflag,finishedgoodsflag,color,safetystocklevel,reorderpoint,standardcost,listprice,size,sizeunitmeasurecode,weightunitmeasurecode,weight,daystomanufacture,productline,class,style,productsubcategoryid,productmodelid,sellstartdate,sellenddate,discontinueddate,rowguid,modifieddate
966,"Touring-1000 Blue, 46",BK-T79U-46,t,t,Blue,100,75,1481.9379,2384.07,46,CM ,LB ,25.13,4,T ,H ,U ,3,34,2013-05-30 00:00:00,,,86990d54-6efb-4c53-9974-6c3b0297e222,2014-02-08 10:01:36.827
967,"Touring-1000 Blue, 50",BK-T79U-50,t,t,Blue,100,75,1481.9379,2384.07,50,CM ,LB ,25.42,4,T ,H ,U ,3,34,2013-05-30 00:00:00,,,68c0a818-2985-46eb-8255-0fb70919fa24,2014-02-08 10:01:36.827
968,"Touring-1000 Blue, 54",BK-T79U-54,t,t,Blue,100,75,1481.9379,2384.07,54,CM ,LB ,25.68,4,T ,H ,U ,3,34,2013-05-30 00:00:00,,,12280a8c-7578-4367-ba71-214bcc1e4792,2014-02-08 10:01:36.827
969,"Touring-1000 Blue, 60",BK-T79U-60,t,t,Blue,100,75,1481.9379,2384.07,60,CM ,LB ,25.90,4,T ,H ,U ,3,34,2013-05-30 00:00:00,,,dd70cf36-449a-43fd-839d-a84ee14c849a,2014-02-08 10:01:36.827
970,"Touring-2000 Blue, 46",BK-T44U-46,t,t,Blue,100,75,755.1508,1214.85,46,CM ,LB ,27.13,4,T ,M ,U ,3,35,2013-05-30 00:00:00,,,c0009006-715f-4b76-a05a-1a0d3adfb49a,2014-02-08 10:01:36.827
971,"Touring-2000 Blue, 50",BK-T44U-50,t,t,Blue,100,75,755.1508,1214.85,50,CM ,LB ,27.42,4,T ,M ,U ,3,35,2013-05-30 00:00:00,,,84abda8f-0007-4bca-9a61-b2dea58866c3,2014-02-08 10:01:36.827
972,"Touring-2000 Blue, 54",BK-T44U-54,t,t,Blue,100,75,755.1508,1214.85,54,CM ,LB ,27.68,4,T ,M ,U ,3,35,2013-05-30 00:00:00,,,6dcfe2a3-3555-44e4-9116-6f6dbe448b8b,2014-02-08 10:01:36.827
973,"Road-350-W Yellow, 40",BK-R79Y-40,t,t,Yellow,100,75,1082.51,1700.99,40,CM ,LB ,15.35,4,R ,M ,W ,2,27,2013-05-30 00:00:00,,,237b16d9-53f2-4fd4-befe-48209e57aec3,2014-02-08 10:01:36.827
974,"Road-350-W Yellow, 42",BK-R79Y-42,t,t,Yellow,100,75,1082.51,1700.99,42,CM ,LB ,15.77,4,R ,M ,W ,2,27,2013-05-30 00:00:00,,,80bd3f8b-42c7-43d8-91f5-9fb6175287af,2014-02-08 10:01:36.827
975,"Road-350-W Yellow, 44",BK-R79Y-44,t,t,Yellow,100,75,1082.51,1700.99,44,CM ,LB ,16.13,4,R ,M ,W ,2,27,2013-05-30 00:00:00,,,0c61e8af-003d-4e4b-b5b7-02f01a26be26,2014-02-08 10:01:36.827
976,"Road-350-W Yellow, 48",BK-R79Y-48,t,t,Yellow,100,75,1082.51,1700.99,48,CM ,LB ,16.42,4,R ,M ,W ,2,27,2013-05-30 00:00:00,,,ec4284dc-85fa-44a8-89ec-77fc9b71720a,2014-02-08 10:01:36.827
977,"Road-750 Black, 58",BK-R19B-58,t,t,Black,100,75,343.6496,539.99,58,CM ,LB ,20.79,4,R ,L ,U ,2,31,2013-05-30 00:00:00,,,87b81a1a-a5b5-43d2-a20d-0230800490b9,2014-02-08 10:01:36.827
978,"Touring-3000 Blue, 44",BK-T18U-44,t,t,Blue,100,75,461.4448,742.35,44,CM ,LB ,28.77,4,T ,L ,U ,3,36,2013-05-30 00:00:00,,,4f638e15-2ed0-4193-90ce-47da580e01dd,2014-02-08 10:01:36.827
979,"Touring-3000 Blue, 50",BK-T18U-50,t,t,Blue,100,75,461.4448,742.35,50,CM ,LB ,29.13,4,T ,L ,U ,3,36,2013-05-30 00:00:00,,,de305b62-88fc-465b-b23d-d8c0f7e6d361,2014-02-08 10:01:36.827
980,"Mountain-400-W Silver, 38",BK-M38S-38,t,t,Silver,100,75,419.7784,769.49,38,CM ,LB ,26.35,4,M ,M ,W ,1,22,2013-05-30 00:00:00,,,7a927632-99a4-4f24-adce-0062d2d113d9,2014-02-08 10:01:36.827
981,"Mountain-400-W Silver, 40",BK-M38S-40,t,t,Silver,100,75,419.7784,769.49,40,CM ,LB ,26.77,4,M ,M ,W ,1,22,2013-05-30 00:00:00,,,0a72791c-a984-4733-ae4e-2b4373cfd7cd,2014-02-08 10:01:36.827
982,"Mountain-400-W Silver, 42",BK-M38S-42,t,t,Silver,100,75,419.7784,769.49,42,CM ,LB ,27.13,4,M ,M ,W ,1,22,2013-05-30 00:00:00,,,4ea4fe06-aaea-42d4-a9d9-69f6a9a4a042,2014-02-08 10:01:36.827
983,"Mountain-400-W Silver, 46",BK-M38S-46,t,t,Silver,100,75,419.7784,769.49,46,CM ,LB ,27.42,4,M ,M ,W ,1,22,2013-05-30 00:00:00,,,0b0c8ee4-ff2d-438e-9cac-464783b86191,2014-02-08 10:01:36.827
984,"Mountain-500 Silver, 40",BK-M18S-40,t,t,Silver,100,75,308.2179,564.99,40,CM ,LB ,27.35,4,M ,L ,U ,1,23,2013-05-30 00:00:00,,,b96c057b-6416-4851-8d59-bcb37c8e6e51,2014-02-08 10:01:36.827
985,"Mountain-500 Silver, 42",BK-M18S-42,t,t,Silver,100,75,308.2179,564.99,42,CM ,LB ,27.77,4,M ,L ,U ,1,23,2013-05-30 00:00:00,,,b8d1b5d9-8a39-4097-a04a-56e95559b534,2014-02-08 10:01:36.827
986,"Mountain-500 Silver, 44",BK-M18S-44,t,t,Silver,100,75,308.2179,564.99,44,CM ,LB ,28.13,4,M ,L ,U ,1,23,2013-05-30 00:00:00,,,e8cec794-e8e2-4312-96a7-4832e573d3fc,2014-02-08 10:01:36.827
987,"Mountain-500 Silver, 48",BK-M18S-48,t,t,Silver,100,75,308.2179,564.99,48,CM ,LB ,28.42,4,M ,L ,U ,1,23,2013-05-30 00:00:00,,,77ef419f-481f-40b9-bdb9-7e6678e550e3,2014-02-08 10:01:36.827
988,"Mountain-500 Silver, 52",BK-M18S-52,t,t,Silver,100,75,308.2179,564.99,52,CM ,LB ,28.68,4,M ,L ,U ,1,23,2013-05-30 00:00:00,,,cad60945-183e-4ab3-a70c-3f5bac6bf134,2014-02-08 10:01:36.827
989,"Mountain-500 Black, 40",BK-M18B-40,t,t,Black,100,75,294.5797,539.99,40,CM ,LB ,27.35,4,M ,L ,U ,1,23,2013-05-30 00:00:00,,,28287157-3f06-487b-8531-bee8a37329e4,2014-02-08 10:01:36.827
990,"Mountain-500 Black, 42",BK-M18B-42,t,t,Black,100,75,294.5797,539.99,42,CM ,LB ,27.77,4,M ,L ,U ,1,23,2013-05-30 00:00:00,,,f5752c9c-56ba-41a7-83fd-139da28c15fa,2014-02-08 10:01:36.827
991,"Mountain-500 Black, 44",BK-M18B-44,t,t,Black,100,75,294.5797,539.99,44,CM ,LB ,28.13,4,M ,L ,U ,1,23,2013-05-30 00:00:00,,,c7852127-2fb8-4959-b5a3-de5a8d6445e4,2014-02-08 10:01:36.827
992,"Mountain-500 Black, 48",BK-M18B-48,t,t,Black,100,75,294.5797,539.99,48,CM ,LB ,28.42,4,M ,L ,U ,1,23,2013-05-30 00:00:00,,,75752e26-a3b6-4264-9b06-f23a4fbdc5a7,2014-02-08 10:01:36.827
993,"Mountain-500 Black, 52",BK-M18B-52,t,t,Black,100,75,294.5797,539.99,52,CM ,LB ,28.68,4,M ,L ,U ,1,23,2013-05-30 00:00:00,,,69ee3b55-e142-4e4f-aed8-af02978fbe87,2014-02-08 10:01:36.827
994,LL Bottom Bracket,BB-7421,t,t,,500,375,23.9716,53.99,,,G  ,223.00,1,,L ,,5,95,2013-05-30 00:00:00,,,fa3c65cd-0a22-47e3-bdf6-53f1dc138c43,2014-02-08 10:01:36.827
995,ML Bottom Bracket,BB-8107,t,t,,500,375,44.9506,101.24,,,G  ,168.00,1,,M ,,5,96,2013-05-30 00:00:00,,,71ab847f-d091-42d6-b735-7b0c2d82fc84,2014-02-08 10:01:36.827
996,HL Bottom Bracket,BB-9108,t,t,,500,375,53.9416,121.49,,,G  ,170.00,1,,H ,,5,97,2013-05-30 00:00:00,,,230c47c5-08b2-4ce3-b706-69c0bdd62965,2014-02-08 10:01:36.827
997,"Road-750 Black, 44",BK-R19B-44,t,t,Black,100,75,343.6496,539.99,44,CM ,LB ,19.77,4,R ,L ,U ,2,31,2013-05-30 00:00:00,,,44ce4802-409f-43ab-9b27-ca53421805be,2014-02-08 10:01:36.827
998,"Road-750 Black, 48",BK-R19B-48,t,t,Black,100,75,343.6496,539.99,48,CM ,LB ,20.13,4,R ,L ,U ,2,31,2013-05-30 00:00:00,,,3de9a212-1d49-40b6-b10a-f564d981dbde,2014-02-08 10:01:36.827
999,"Road-750 Black, 52",BK-R19B-52,t,t,Black,100,75,343.6496,539.99,52,CM ,LB ,20.42,4,R ,L ,U ,2,31,2013-05-30 00:00:00,,,ae638923-2b67-4679-b90e-abbab17dca31,2014-02-08 10:01:36.827
